Time,0,1
0,0,0
1,14.334853545089556,7.200414987321769
2,28.78039178968138,15.181142854939354
3,43.33661473377548,22.491142172376833
4,53.42011373874797,31.32889195137123
5,67.27410656040293,41.71630905794569
6,76.57927971202848,52.18043519560115
7,85.95363080084296,62.7212703643376
8,96.34151272944669,72.58041854988237
9,108.70803178159669,80.98304608844543
10,123.08085913216853,88.6765905612879
11,136.59234710476673,99.52426185434834
12,146.31258787952578,108.88801641789814
13,160.99671594744774,119.88910577312058
14,173.8128915913257,130.96690415942402
15,189.697330929447,141.32466104699526
16,202.69336921001613,151.75364774914172
17,214.7727257628605,160.6384463402139
18,230.9892191994886,172.02308085084132
19,245.27550006860264,183.75071066305856
20,261.7133629042353,194.56130937248798
21,277.22762621842423,207.4087012982071
22,293.8868584530614,219.3335829046326
23,306.46429615366594,232.32343445950212
24,322.28986018520504,246.38921439582722
25,333.9713695392415,260.5317033632333
26,348.93559419280695,274.75090136172037
27,365.07245894169614,285.9833997420953
28,376.982255488456,296.2495540711303
29,387.87852119542663,308.63468986404183
30,399.9405092040021,319.0104285231926
31,410.9751307853506,330.4840124298221
32,426.5204501113029,344.1149323158685
33,441.04532080374713,357.6531539331474
34,453.41169173595387,370.29558953519586
35,464.72302506605797,380.07533216336793
36,482.93184309372685,390.8933204359209
37,500,402.76051278586624
38,500,413.69904382154647
39,500,423.69795510995
40,500,434.7570289087575
41,500,445.8763740891286
42,500,456.03966187270566
43,500,466.2577418213406
44,500,479.61247556914117
45,500,493.03843913151695
46,500,500
