type,time,exchange,competitor,odds,agentID,decision,stake
Trade,12.946880102157593,0,0,1.1,10,backer,15
Trade,12.946880102157593,0,0,1.1,3,layer,15
Trade,13.0360689163208,0,0,1.1,12,backer,15
Trade,13.0360689163208,0,0,1.1,1,layer,15
Trade,13.561593055725098,0,0,1.1,17,backer,15
Trade,13.561593055725098,0,0,1.1,25,layer,15
Trade,13.597687005996704,0,0,1.1,15,backer,15
Trade,13.597687005996704,0,0,1.1,4,layer,15
Trade,13.604235172271729,0,0,1.1,14,backer,15
Trade,13.604235172271729,0,0,1.1,1,layer,15
Trade,13.649312019348145,0,0,1.1,11,backer,15
Trade,13.649312019348145,0,0,1.1,4,layer,15
Trade,13.667768955230713,0,0,1.1,10,backer,15
Trade,13.667768955230713,0,0,1.1,1,layer,15
Trade,13.73484206199646,0,0,1.1,12,backer,15
Trade,13.73484206199646,0,0,1.1,1,layer,15
Trade,13.82522201538086,0,0,2.1,3,backer,15
Trade,13.82522201538086,0,0,2.1,4,layer,15
Trade,13.867529153823853,0,0,1.1,3,backer,15
Trade,13.867529153823853,0,0,1.1,1,layer,15
Trade,14.562133073806763,0,0,1.1,19,backer,15
Trade,14.562133073806763,0,0,1.1,23,layer,15
Trade,14.612807035446167,0,0,1.1,11,backer,15
Trade,14.612807035446167,0,0,1.1,21,layer,15
Trade,14.75803804397583,0,0,1.1,31,backer,15
Trade,14.75803804397583,0,0,1.1,3,layer,15
Trade,14.767712116241455,0,0,1.1,12,backer,15
Trade,14.767712116241455,0,0,1.1,4,layer,15
Trade,14.851047039031982,0,0,1.1,35,backer,15
Trade,14.851047039031982,0,0,1.1,4,layer,15
