time,odds,competitor
0.03922677040100098,20.0,0
0.03922677040100098,20.0,1
0.03922677040100098,20.0,2
0.03922677040100098,20.0,3
0.03922677040100098,1.4666666666666666,4
0.057385921478271484,20.0,0
0.057385921478271484,20.0,1
0.057385921478271484,2.3724269473620447,2
0.057385921478271484,2.4,3
0.057385921478271484,1.1,4
0.07582998275756836,20.0,0
0.07582998275756836,20.0,1
0.07582998275756836,2.3724269473620447,2
0.07582998275756836,2.4,3
0.07582998275756836,1.1,4
0.09357166290283203,20.0,0
0.09357166290283203,20.0,1
0.09357166290283203,2.3724269473620447,2
0.09357166290283203,2.4,3
0.09357166290283203,1.1,4
0.10606789588928223,20.0,0
0.10606789588928223,20.0,1
0.10606789588928223,2.3724269473620447,2
0.10606789588928223,2.4,3
0.10606789588928223,1.1,4
0.12405967712402344,20.0,0
0.12405967712402344,20.0,1
0.12405967712402344,2.3724269473620447,2
0.12405967712402344,2.4,3
0.12405967712402344,1.1,4
0.14937376976013184,20.0,0
0.14937376976013184,20.0,1
0.14937376976013184,2.3724269473620447,2
0.14937376976013184,2.4,3
0.14937376976013184,1.1,4
0.17970561981201172,20.0,0
0.17970561981201172,20.0,1
0.17970561981201172,2.3724269473620447,2
0.17970561981201172,2.4,3
0.17970561981201172,1.15,4
0.20400476455688477,20.0,0
0.20400476455688477,20.0,1
0.20400476455688477,3.473718801472938,2
0.20400476455688477,2.4,3
0.20400476455688477,1.15,4
0.24101662635803223,20.0,0
0.24101662635803223,20.0,1
0.24101662635803223,3.473718801472938,2
0.24101662635803223,2.5800181539159595,3
0.24101662635803223,1.15,4
0.2582988739013672,20.0,0
0.2582988739013672,20.0,1
0.2582988739013672,3.473718801472938,2
0.2582988739013672,2.5800181539159595,3
0.2582988739013672,1.15,4
0.27132678031921387,20.0,0
0.27132678031921387,20.0,1
0.27132678031921387,3.473718801472938,2
0.27132678031921387,2.5800181539159595,3
0.27132678031921387,1.15,4
0.2895028591156006,20.0,0
0.2895028591156006,20.0,1
