time,distance,competitor
0.04015684127807617,0.0,0
0.04015684127807617,0.0,1
0.04015684127807617,0.0,2
0.04015684127807617,0.0,3
0.04015684127807617,0.0,4
0.05483293533325195,0.0,0
0.05483293533325195,0.0,1
0.05483293533325195,0.0,2
0.05483293533325195,0.0,3
0.05483293533325195,0.0,4
0.07233881950378418,0.0,0
0.07233881950378418,0.0,1
0.07233881950378418,0.0,2
0.07233881950378418,0.0,3
0.07233881950378418,0.0,4
0.08957290649414062,0.0,0
0.08957290649414062,0.0,1
0.08957290649414062,0.0,2
0.08957290649414062,0.0,3
0.08957290649414062,0.0,4
0.12000274658203125,0.0,0
0.12000274658203125,0.0,1
0.12000274658203125,0.0,2
0.12000274658203125,0.0,3
0.12000274658203125,0.0,4
0.13793301582336426,0.0,0
0.13793301582336426,0.0,1
0.13793301582336426,0.0,2
0.13793301582336426,0.0,3
0.13793301582336426,0.0,4
0.15592384338378906,0.0,0
0.15592384338378906,0.0,1
0.15592384338378906,0.0,2
0.15592384338378906,0.0,3
0.15592384338378906,0.0,4
0.16907382011413574,0.0,0
0.16907382011413574,0.0,1
0.16907382011413574,0.0,2
0.16907382011413574,0.0,3
0.16907382011413574,0.0,4
0.19365978240966797,0.0,0
0.19365978240966797,0.0,1
0.19365978240966797,0.0,2
0.19365978240966797,0.0,3
0.19365978240966797,0.0,4
0.21066689491271973,0.0,0
0.21066689491271973,0.0,1
0.21066689491271973,0.0,2
0.21066689491271973,0.0,3
0.21066689491271973,0.0,4
0.23688983917236328,0.0,0
0.23688983917236328,0.0,1
0.23688983917236328,0.0,2
0.23688983917236328,0.0,3
0.23688983917236328,0.0,4
0.2551288604736328,0.0,0
0.2551288604736328,0.0,1
0.2551288604736328,0.0,2
0.2551288604736328,0.0,3
0.2551288604736328,0.0,4
0.2726008892059326,0.0,0
0.2726008892059326,0.0,1
0.2726008892059326,0.0,2
0.2726008892059326,0.0,3
0.2726008892059326,0.0,4
0.2852938175201416,0.0,0
0.2852938175201416,0.0,1
0.2852938175201416,0.0,2
0.2852938175201416,0.0,3
0.2852938175201416,0.0,4
0.29833173751831055,0.0,0
0.29833173751831055,0.0,1
0.29833173751831055,0.0,2
0.29833173751831055,0.0,3
0.29833173751831055,0.0,4
0.3104209899902344,0.0,0
0.3104209899902344,0.0,1
0.3104209899902344,0.0,2
0.3104209899902344,0.0,3
0.3104209899902344,0.0,4
0.33466076850891113,0.0,0
0.33466076850891113,0.0,1
0.33466076850891113,0.0,2
0.33466076850891113,0.0,3
0.33466076850891113,0.0,4
0.3472869396209717,0.0,0
0.3472869396209717,0.0,1
0.3472869396209717,0.0,2
0.3472869396209717,0.0,3
0.3472869396209717,0.0,4
0.3598978519439697,0.0,0
0.3598978519439697,0.0,1
0.3598978519439697,0.0,2
0.3598978519439697,0.0,3
0.3598978519439697,0.0,4
0.3783128261566162,0.0,0
0.3783128261566162,0.0,1
0.3783128261566162,0.0,2
0.3783128261566162,0.0,3
0.3783128261566162,0.0,4
0.3906397819519043,0.0,0
0.3906397819519043,0.0,1
0.3906397819519043,0.0,2
0.3906397819519043,0.0,3
0.3906397819519043,0.0,4
0.41625285148620605,0.0,0
0.41625285148620605,0.0,1
0.41625285148620605,0.0,2
0.41625285148620605,0.0,3
0.41625285148620605,0.0,4
0.4335618019104004,0.0,0
0.4335618019104004,0.0,1
0.4335618019104004,0.0,2
0.4335618019104004,0.0,3
0.4335618019104004,0.0,4
0.4464287757873535,0.0,0
0.4464287757873535,0.0,1
0.4464287757873535,0.0,2
0.4464287757873535,0.0,3
0.4464287757873535,0.0,4
0.45909571647644043,0.0,0
0.45909571647644043,0.0,1
0.45909571647644043,0.0,2
0.45909571647644043,0.0,3
0.45909571647644043,0.0,4
0.482407808303833,0.0,0
0.482407808303833,0.0,1
0.482407808303833,0.0,2
0.482407808303833,0.0,3
0.482407808303833,0.0,4
0.5003049373626709,0.0,0
0.5003049373626709,0.0,1
0.5003049373626709,0.0,2
0.5003049373626709,0.0,3
0.5003049373626709,0.0,4
0.5136346817016602,0.0,0
0.5136346817016602,0.0,1
0.5136346817016602,0.0,2
0.5136346817016602,0.0,3
0.5136346817016602,0.0,4
0.5374348163604736,0.0,0
0.5374348163604736,0.0,1
0.5374348163604736,0.0,2
0.5374348163604736,0.0,3
0.5374348163604736,0.0,4
0.5505447387695312,0.0,0
0.5505447387695312,0.0,1
0.5505447387695312,0.0,2
0.5505447387695312,0.0,3
0.5505447387695312,0.0,4
0.563086748123169,0.0,0
0.563086748123169,0.0,1
0.563086748123169,0.0,2
0.563086748123169,0.0,3
0.563086748123169,0.0,4
0.5918939113616943,0.0,0
0.5918939113616943,0.0,1
0.5918939113616943,0.0,2
0.5918939113616943,0.0,3
0.5918939113616943,0.0,4
0.6106858253479004,0.0,0
0.6106858253479004,0.0,1
