time,odds,competitor
0.04015684127807617,20.0,0
0.04015684127807617,20.0,1
0.04015684127807617,1.15,2
0.04015684127807617,20.0,3
0.04015684127807617,2.4,4
0.05483293533325195,20.0,0
0.05483293533325195,20.0,1
0.05483293533325195,1.1,2
0.05483293533325195,4.148658304965031,3
0.05483293533325195,2.4,4
0.07233881950378418,20.0,0
0.07233881950378418,20.0,1
0.07233881950378418,1.1,2
0.07233881950378418,4.148658304965031,3
0.07233881950378418,4.118495685054312,4
0.08957290649414062,20.0,0
0.08957290649414062,20.0,1
0.08957290649414062,1.1,2
0.08957290649414062,4.148658304965031,3
0.08957290649414062,3.6176898452622037,4
0.12000274658203125,20.0,0
0.12000274658203125,20.0,1
0.12000274658203125,1.1,2
0.12000274658203125,4.148658304965031,3
0.12000274658203125,3.6176898452622037,4
0.13793301582336426,20.0,0
0.13793301582336426,20.0,1
0.13793301582336426,1.1,2
0.13793301582336426,4.148658304965031,3
0.13793301582336426,3.6176898452622037,4
0.15592384338378906,20.0,0
0.15592384338378906,20.0,1
0.15592384338378906,1.1,2
0.15592384338378906,4.148658304965031,3
0.15592384338378906,3.6176898452622037,4
0.16907382011413574,20.0,0
0.16907382011413574,3.499629317804671,1
0.16907382011413574,1.1,2
0.16907382011413574,4.148658304965031,3
0.16907382011413574,3.6176898452622037,4
0.19365978240966797,20.0,0
0.19365978240966797,3.499629317804671,1
0.19365978240966797,1.1,2
0.19365978240966797,4.148658304965031,3
0.19365978240966797,3.6176898452622037,4
0.21066689491271973,20.0,0
0.21066689491271973,3.499629317804671,1
0.21066689491271973,1.1,2
0.21066689491271973,4.148658304965031,3
0.21066689491271973,3.6176898452622037,4
0.23688983917236328,20.0,0
0.23688983917236328,3.499629317804671,1
0.23688983917236328,1.1,2
0.23688983917236328,1.1,3
0.23688983917236328,3.6176898452622037,4
0.2551288604736328,20.0,0
0.2551288604736328,3.499629317804671,1
0.2551288604736328,1.1,2
0.2551288604736328,1.1,3
0.2551288604736328,3.6176898452622037,4
0.2726008892059326,20.0,0
0.2726008892059326,3.499629317804671,1
0.2726008892059326,1.1,2
0.2726008892059326,1.1,3
0.2726008892059326,3.6176898452622037,4
0.2852938175201416,20.0,0
0.2852938175201416,3.499629317804671,1
0.2852938175201416,1.1,2
0.2852938175201416,1.1,3
0.2852938175201416,3.6176898452622037,4
0.29833173751831055,20.0,0
0.29833173751831055,3.499629317804671,1
0.29833173751831055,1.1,2
0.29833173751831055,1.1,3
0.29833173751831055,3.6176898452622037,4
0.3104209899902344,20.0,0
0.3104209899902344,3.499629317804671,1
0.3104209899902344,1.1,2
0.3104209899902344,1.1,3
0.3104209899902344,3.6176898452622037,4
0.33466076850891113,20.0,0
0.33466076850891113,3.499629317804671,1
0.33466076850891113,1.1,2
0.33466076850891113,1.1,3
0.33466076850891113,3.6176898452622037,4
0.3472869396209717,20.0,0
0.3472869396209717,3.499629317804671,1
0.3472869396209717,1.1,2
0.3472869396209717,1.1,3
0.3472869396209717,3.6176898452622037,4
0.3598978519439697,20.0,0
0.3598978519439697,3.499629317804671,1
0.3598978519439697,1.1,2
0.3598978519439697,1.1,3
0.3598978519439697,3.6176898452622037,4
0.3783128261566162,20.0,0
0.3783128261566162,3.499629317804671,1
0.3783128261566162,1.1,2
0.3783128261566162,1.1,3
0.3783128261566162,3.6176898452622037,4
0.3906397819519043,20.0,0
0.3906397819519043,3.499629317804671,1
0.3906397819519043,1.1,2
0.3906397819519043,1.1,3
0.3906397819519043,3.6176898452622037,4
0.41625285148620605,20.0,0
0.41625285148620605,3.499629317804671,1
0.41625285148620605,1.1,2
0.41625285148620605,1.1,3
0.41625285148620605,3.6176898452622037,4
0.4335618019104004,20.0,0
0.4335618019104004,3.499629317804671,1
0.4335618019104004,1.1,2
0.4335618019104004,1.1,3
0.4335618019104004,3.6176898452622037,4
0.4464287757873535,20.0,0
0.4464287757873535,3.499629317804671,1
0.4464287757873535,1.1,2
0.4464287757873535,1.1,3
0.4464287757873535,3.6176898452622037,4
0.45909571647644043,20.0,0
0.45909571647644043,3.499629317804671,1
0.45909571647644043,1.1,2
0.45909571647644043,1.1,3
0.45909571647644043,3.6176898452622037,4
0.482407808303833,20.0,0
0.482407808303833,3.499629317804671,1
0.482407808303833,1.1,2
0.482407808303833,1.1,3
0.482407808303833,3.6176898452622037,4
0.5003049373626709,20.0,0
0.5003049373626709,3.499629317804671,1
0.5003049373626709,1.1,2
0.5003049373626709,1.1,3
0.5003049373626709,3.6176898452622037,4
0.5136346817016602,20.0,0
0.5136346817016602,3.499629317804671,1
0.5136346817016602,1.1,2
0.5136346817016602,1.1,3
0.5136346817016602,3.6176898452622037,4
0.5374348163604736,20.0,0
0.5374348163604736,3.499629317804671,1
0.5374348163604736,1.1,2
0.5374348163604736,1.1,3
0.5374348163604736,3.6176898452622037,4
0.5505447387695312,20.0,0
0.5505447387695312,3.499629317804671,1
0.5505447387695312,1.1,2
0.5505447387695312,1.1,3
0.5505447387695312,3.6176898452622037,4
0.563086748123169,20.0,0
