type,time,exchange,competitor,odds,backer,layer,stake
Trade,9.718172788619995,0,2,2.8641227320558946,15,58,15
Trade,10.018945932388306,0,2,2.9641227320558947,31,0,15
Trade,10.193698644638062,0,2,1.6000000000000005,0,55,15
Trade,10.217162847518921,0,2,2.9641227320558947,38,0,15
Trade,10.702962875366211,0,2,2.264122732055894,11,0,15
Trade,10.91768503189087,0,2,1.7000000000000006,0,57,15
Trade,11.832770824432373,0,2,1.8641227320558937,15,0,15
Trade,11.881233930587769,0,2,1.8641227320558937,18,55,15
Trade,11.942087888717651,0,2,1.8641227320558937,13,58,15
Trade,12.30158281326294,0,2,1.8000000000000007,0,59,15
Trade,12.543586730957031,0,2,1.8641227320558937,11,0,15
Trade,12.575441837310791,0,2,1.8000000000000007,13,57,15
Trade,12.605819940567017,0,2,1.7641227320558936,12,0,15
Trade,12.631463766098022,0,2,1.7641227320558936,11,25,15
Trade,12.633816719055176,0,2,1.7641227320558936,14,20,15
Trade,12.909424781799316,0,2,1.6641227320558936,39,57,15
Trade,12.941080808639526,0,2,1.6641227320558936,34,58,15
Trade,12.975112915039062,0,2,1.6641227320558936,33,56,15
Trade,12.978714942932129,0,2,1.6641227320558936,36,55,15
Trade,13.0261869430542,0,2,1.6641227320558936,30,59,15
Trade,13.153745889663696,0,2,1.3000000000000003,0,28,15
Trade,14.118738889694214,0,2,1.4000000000000004,0,57,15
Trade,14.50377869606018,0,2,1.4641227320558934,18,58,15
Trade,14.618371725082397,0,2,1.4641227320558934,15,26,15
Trade,14.636775970458984,0,2,1.4641227320558934,19,56,15
Trade,14.67532992362976,0,2,1.4641227320558934,13,59,15
Trade,14.75619101524353,0,2,1.4641227320558934,12,55,15
Trade,14.759589910507202,0,2,1.4641227320558934,11,58,15
Trade,14.790469884872437,0,2,1.4641227320558934,14,57,15
Trade,15.95622992515564,0,2,1.3641227320558933,10,27,15
Trade,15.976192951202393,0,2,1.3641227320558933,18,29,15
Trade,16.379019021987915,0,2,1.3000000000000003,0,56,15
Trade,16.439838886260986,0,2,1.3641227320558933,17,57,15
Trade,16.442693948745728,0,2,1.3641227320558933,13,55,15
Trade,16.562179803848267,0,2,1.3641227320558933,15,59,15
Trade,16.637499809265137,0,2,1.3641227320558933,14,58,15
Trade,17.051325798034668,0,2,1.3000000000000003,19,56,15
Trade,17.095792770385742,0,2,1.3000000000000003,11,55,15
Trade,17.107887744903564,0,2,1.3000000000000003,10,59,15
Trade,17.169626712799072,0,2,1.3000000000000003,12,58,15
Trade,17.1924250125885,0,2,1.3000000000000003,18,57,15
Trade,17.461663961410522,0,2,1.3000000000000003,13,56,15
Trade,17.571982860565186,0,2,1.3000000000000003,17,59,15
Trade,17.575028896331787,0,2,1.2000000000000002,0,22,15
Trade,17.627490758895874,0,2,1.3000000000000003,15,55,15
Trade,17.6727077960968,0,2,1.3000000000000003,14,57,15
Trade,17.6763858795166,0,2,1.2000000000000002,0,23,15
Trade,17.724538803100586,0,2,1.3000000000000003,19,58,15
Trade,17.94728398323059,0,2,1.2000000000000002,0,56,15
Trade,18.1055748462677,0,2,1.3000000000000003,11,59,15
Trade,18.309122800827026,0,2,1.3000000000000003,10,57,15
Trade,18.318336963653564,0,2,1.3000000000000003,12,55,15
Trade,18.35407781600952,0,2,1.3000000000000003,18,58,15
Trade,18.435065746307373,0,2,1.3000000000000003,13,56,15
Trade,18.70769190788269,0,2,1.3000000000000003,17,55,15
Trade,18.714189052581787,0,2,1.3000000000000003,15,57,15
Trade,18.738480806350708,0,2,1.3000000000000003,14,0,15
Trade,18.79007387161255,0,2,1.3000000000000003,19,59,15
Trade,18.891287803649902,0,2,1.3000000000000003,11,58,15
Trade,18.939045906066895,0,2,1.3000000000000003,12,56,15
Trade,19.007612943649292,0,2,1.3000000000000003,10,0,15
Trade,19.716144800186157,0,2,1.3000000000000003,18,0,15
Trade,21.490732669830322,0,2,2.3641227320558933,13,0,15
Trade,21.50456190109253,0,2,1.3000000000000003,11,57,15
Trade,21.5085928440094,0,2,1.3000000000000003,16,56,15
Trade,21.61622667312622,0,2,1.2000000000000002,10,59,15
Trade,21.635429859161377,0,2,1.2000000000000002,11,55,15
Trade,21.747962713241577,0,2,1.2000000000000002,15,58,15
Trade,22.03462505340576,0,2,1.2000000000000002,16,57,15
Trade,22.49747085571289,0,2,1.2000000000000002,12,55,15
Trade,22.594475984573364,0,2,1.2000000000000002,19,56,15
Trade,22.658637046813965,0,2,1.2000000000000002,14,58,15
Trade,22.663275003433228,0,2,1.2000000000000002,18,0,15
Trade,22.800277948379517,0,2,1.2000000000000002,17,59,15
Trade,23.00795292854309,0,2,1.2000000000000002,13,57,15
Trade,23.652266025543213,0,2,1.2000000000000002,11,56,15
Trade,23.745791912078857,0,2,1.2000000000000002,10,55,15
Trade,23.80690097808838,0,2,1.2000000000000002,15,58,15
Trade,23.866771936416626,0,2,1.2000000000000002,16,59,15
Trade,23.896694898605347,0,2,1.1,0,21,15
Trade,23.969443798065186,0,2,1.2000000000000002,12,57,15
Trade,24.357391834259033,0,2,1.2000000000000002,19,56,15
Trade,24.378747940063477,0,2,1.2000000000000002,18,58,15
Trade,24.3924458026886,0,2,1.2000000000000002,14,55,15
Trade,24.90871787071228,0,2,1.2000000000000002,17,0,15
Trade,27.034427881240845,0,2,1.1,0,56,15
Trade,27.115209817886353,0,2,1.2000000000000002,13,58,15
Trade,27.150993824005127,0,2,1.2000000000000002,11,57,15
Trade,27.203183889389038,0,2,1.2000000000000002,10,55,15
Trade,27.301735877990723,0,2,1.2000000000000002,15,59,15
Trade,28.094329833984375,0,2,1.1,0,56,15
Trade,28.12779688835144,0,2,1.2000000000000002,12,55,15
Trade,28.275198936462402,0,2,1.2000000000000002,19,59,15
Trade,28.346542835235596,0,2,1.2000000000000002,14,58,15
Trade,28.37256693840027,0,2,1.2000000000000002,17,57,15
Trade,28.413726806640625,0,2,1.2000000000000002,18,0,15
Trade,28.674463033676147,0,2,1.2000000000000002,16,59,15
Trade,28.75117802619934,0,2,1.2000000000000002,13,56,15
Trade,28.949302911758423,0,2,1.2000000000000002,11,55,15
Trade,28.9542977809906,0,2,1.2000000000000002,10,57,15
Trade,28.98041081428528,0,2,1.2000000000000002,15,58,15
Trade,29.625744819641113,0,2,1.2000000000000002,12,56,15
Trade,29.655987977981567,0,2,1.2000000000000002,19,59,15
Trade,29.960742950439453,0,2,1.2000000000000002,14,55,15
Trade,30.252710819244385,0,2,1.2000000000000002,17,58,15
Trade,30.259405851364136,0,2,1.2000000000000002,18,57,15
Trade,30.711026906967163,0,2,1.2000000000000002,13,59,15
Trade,30.907413959503174,0,2,1.2000000000000002,16,0,15
Trade,30.989672899246216,0,2,1.2000000000000002,11,57,15
Trade,31.055985927581787,0,2,1.2000000000000002,10,56,15
Trade,31.138654947280884,0,2,1.2000000000000002,15,58,15
Trade,31.246253728866577,0,2,1.2000000000000002,12,55,15
Trade,31.35129976272583,0,2,1.2000000000000002,19,0,15
Trade,31.638645887374878,0,2,1.2000000000000002,14,59,15
Trade,31.77013874053955,0,2,1.2000000000000002,18,0,15
Trade,33.4343900680542,0,2,1.1,16,0,15
Trade,34.019821882247925,0,2,1.1,17,0,15
Trade,34.62140703201294,0,2,1.1,13,56,15
Trade,34.63586378097534,0,2,1.1,14,0,15
Trade,34.64287185668945,0,2,1.1,10,57,15
Trade,34.70191287994385,0,2,1.1,15,0,15
Trade,34.73478984832764,0,2,1.1,19,59,15
Trade,34.856196880340576,0,2,1.1,12,58,15
Trade,35.11578297615051,0,2,1.1,11,55,15
Trade,35.69180488586426,0,2,1.1,18,56,15
Trade,35.91276788711548,0,2,1.1,16,59,15
Trade,36.5109167098999,0,2,1.1,17,58,15
Trade,36.53100895881653,0,2,1.1,14,57,15
Trade,36.74948191642761,0,2,1.1,10,59,15
Trade,36.82463002204895,0,2,1.1,13,55,15
Trade,36.96807503700256,0,2,1.1,15,56,15
Trade,37.0730938911438,0,2,1.1,19,0,15
Trade,38.00273084640503,0,2,1.1,12,57,15
Trade,38.003283977508545,0,2,1.1,11,58,15
Trade,38.003421783447266,0,2,1.1,18,59,15
Trade,38.004252910614014,0,2,1.1,16,0,15
Trade,38.00458598136902,0,2,1.1,14,55,15
Trade,38.00502300262451,0,2,1.1,17,56,15
Trade,38.009366035461426,0,2,1.1,10,58,15
Trade,38.00990581512451,0,2,1.1,13,59,15
Trade,38.01032876968384,0,2,1.1,15,57,15
Trade,38.011255741119385,0,2,1.1,19,0,15
Trade,38.011810064315796,0,2,1.1,12,56,15
Trade,38.01194500923157,0,2,1.1,11,55,15
Trade,38.01226186752319,0,2,1.1,18,0,15
Trade,38.0143358707428,0,2,1.1,16,0,15
Trade,38.014564752578735,0,2,1.1,14,58,15
Trade,38.016201972961426,0,2,1.1,0,59,15
Trade,38.01654601097107,0,2,1.1,17,57,15
Trade,38.01791286468506,0,2,1.1,0,0,15
Trade,38.02311301231384,0,2,1.1,13,0,15
Trade,38.03155994415283,0,2,1.1,15,0,15
Trade,38.034387826919556,0,2,1.1,0,56,15
Trade,38.03492093086243,0,2,1.1,16,57,15
Trade,38.03523588180542,0,2,1.1,19,55,15
Trade,38.03600096702576,0,2,1.1,11,58,15
Trade,38.03620886802673,0,2,1.1,17,59,15
Trade,38.04215979576111,0,2,1.1,12,57,15
Trade,38.04272198677063,0,2,1.1,14,56,15
Trade,38.043728828430176,0,2,1.1,18,55,15
Trade,38.04644203186035,0,2,1.1,10,59,15
Trade,38.04661989212036,0,2,1.1,13,58,15
Trade,38.05085587501526,0,2,1.1,15,56,15
Trade,38.051015853881836,0,2,1.1,16,55,15
Trade,38.051153898239136,0,2,1.1,19,57,15
Trade,38.052228927612305,0,2,1.1,11,59,15
Trade,38.05344486236572,0,2,1.1,17,58,15
Trade,38.0560519695282,0,2,1.1,0,55,15
Trade,38.057851791381836,0,2,1.1,12,56,15
Trade,38.058130979537964,0,2,1.1,14,59,15
Trade,38.05988883972168,0,2,1.1,18,58,15
Trade,38.06075382232666,0,2,1.1,10,57,15
Trade,38.06515192985535,0,2,1.1,13,55,15
Trade,38.065727949142456,0,2,1.1,16,59,15
Trade,38.06666278839111,0,2,1.1,15,56,15
Trade,38.06710386276245,0,2,1.1,19,58,15
Trade,38.06816005706787,0,2,1.1,11,57,15
Trade,38.07173180580139,0,2,1.1,17,0,15
Trade,38.0734179019928,0,2,1.1,12,0,15
Trade,38.08131790161133,0,2,1.1,14,0,15
Trade,38.08463478088379,0,2,1.1,18,0,15
Trade,38.08664608001709,0,2,1.1,10,55,15
Trade,38.086775064468384,0,2,1.1,19,57,15
Trade,38.087315797805786,0,2,1.1,12,59,15
Trade,38.087525844573975,0,2,1.1,13,58,15
Trade,38.09241700172424,0,2,1.1,14,0,15
Trade,38.0925498008728,0,2,1.1,15,56,15
Trade,38.0950129032135,0,2,1.1,16,0,15
Trade,38.09559869766235,0,2,1.1,17,0,15
Trade,38.09586310386658,0,2,1.1,11,55,15
Trade,38.096346855163574,0,2,1.1,18,56,15
Trade,38.096476793289185,0,2,1.1,10,59,15
Trade,38.09677577018738,0,2,1.1,12,57,15
Trade,38.09726595878601,0,2,1.1,19,58,15
Trade,38.1041316986084,0,2,1.1,13,55,15
Trade,38.10439395904541,0,2,1.1,14,56,15
Trade,38.104695081710815,0,2,1.1,15,59,15
Trade,38.1048219203949,0,2,1.1,16,58,15
Trade,38.10528492927551,0,2,1.1,17,57,15
Trade,38.11065697669983,0,2,1.1,11,56,15
Trade,38.11186981201172,0,2,1.1,12,58,15
Trade,38.11201882362366,0,2,1.1,18,59,15
Trade,38.11215090751648,0,2,1.1,10,55,15
Trade,38.11307382583618,0,2,1.1,19,57,15
Trade,38.11675190925598,0,2,1.1,13,56,15
Trade,38.11694598197937,0,2,1.1,14,0,15
Trade,38.11868071556091,0,2,1.1,15,59,15
Trade,38.11917996406555,0,2,1.1,16,58,15
Trade,38.11945867538452,0,2,1.1,17,55,15
Trade,38.11998271942139,0,2,1.1,11,57,15
Trade,38.12144899368286,0,2,1.1,10,56,15
Trade,38.13042092323303,0,2,1.1,12,0,15
Trade,38.13151788711548,0,2,1.1,18,0,15
Trade,38.13627600669861,0,2,1.1,19,0,15
Trade,38.136523962020874,0,2,1.1,13,0,15
Trade,38.139962911605835,0,2,1.1,14,0,15
Trade,38.14064288139343,0,2,1.1,15,0,15
Trade,38.14261507987976,0,2,1.1,10,55,15
Trade,38.14400792121887,0,2,1.1,17,56,15
Trade,38.14504384994507,0,2,1.1,16,57,15
Trade,38.145171880722046,0,2,1.1,18,59,15
Trade,38.145880699157715,0,2,1.1,12,58,15
Trade,38.14894890785217,0,2,1.1,11,55,15
Trade,38.150141954422,0,2,1.1,13,0,15
Trade,38.154459953308105,0,2,1.1,19,57,15
Trade,38.15475296974182,0,2,1.1,14,56,15
Trade,38.15627598762512,0,2,1.1,15,58,15
Trade,38.15720081329346,0,2,1.1,10,59,15
Trade,38.1654908657074,0,2,1.1,0,0,15
Trade,38.16563081741333,0,2,1.1,17,58,15
Trade,38.165769815444946,0,2,1.2000000000000002,16,57,15
Trade,38.16592001914978,0,2,1.2000000000000002,11,58,15
Trade,38.16617703437805,0,2,1.1,13,0,15
Trade,38.16649389266968,0,2,1.1,11,59,15
Trade,38.17096400260925,0,2,1.1,13,55,15
Trade,38.172492027282715,0,2,1.1,19,56,15
Trade,38.172755002975464,0,2,1.1,14,57,15
Trade,38.17857003211975,0,2,1.1,15,58,15
Trade,38.178982973098755,0,2,1.1,10,59,15
Trade,38.179598808288574,0,2,1.1,18,0,15
Trade,38.17980170249939,0,2,1.1,12,55,15
Trade,38.18025875091553,0,2,1.1,17,0,15
Trade,38.18050479888916,0,2,1.1,16,56,15
Trade,38.1809868812561,0,2,1.1,11,57,15
Trade,38.18191170692444,0,2,1.1,13,0,15
Trade,38.18617081642151,0,2,1.1,14,0,15
Trade,38.19584894180298,0,2,1.1,19,0,15
Trade,38.1981418132782,0,2,1.1,14,58,15
Trade,38.19866967201233,0,2,1.1,16,55,15
Trade,38.19921588897705,0,2,1.1,43,56,15
Trade,38.200000047683716,0,2,1.1,18,59,15
Trade,38.20206093788147,0,2,1.1,15,57,15
Trade,38.214640855789185,0,2,1.1,10,0,15
Trade,38.21517086029053,0,2,1.1,17,55,15
Trade,38.215734004974365,0,2,1.1,40,58,15
Trade,38.21594595909119,0,2,1.1,12,56,15
Trade,38.21762466430664,0,2,1.1,13,59,15
Trade,38.221638917922974,0,2,1.1,11,57,15
Trade,38.221794843673706,0,2,1.1,19,55,15
Trade,38.22342872619629,0,2,1.1,14,0,15
Trade,38.22469878196716,0,2,1.1,16,58,15
Trade,38.225558042526245,0,2,1.1,18,56,15
Trade,38.22617483139038,0,2,1.1,15,59,15
Trade,38.239834785461426,0,2,1.1,10,55,15
Trade,38.24022197723389,0,2,1.1,17,57,15
Trade,38.24275994300842,0,2,1.1,12,58,15
Trade,38.24289107322693,0,2,1.1,13,59,15
Trade,38.243021726608276,0,2,1.1,11,56,15
Trade,38.24393177032471,0,2,1.1,19,55,15
Trade,38.247255086898804,0,2,1.1,14,57,15
Trade,38.248313903808594,0,2,1.1,16,58,15
Trade,38.2486310005188,0,2,1.1,18,56,15
Trade,38.25028204917908,0,2,1.1,15,0,15
Trade,38.25054693222046,0,2,1.1,10,55,15
Trade,38.25439786911011,0,2,1.1,17,59,15
Trade,38.25500178337097,0,2,1.1,13,57,15
Trade,38.25943684577942,0,2,1.1,11,0,15
Trade,38.26218581199646,0,2,1.1,12,0,15
Trade,38.2752468585968,0,2,1.1,19,55,15
Trade,38.275595903396606,0,2,1.1,14,56,15
Trade,38.275813817977905,0,2,1.1,13,57,15
Trade,38.2759690284729,0,2,1.1,12,59,15
Trade,38.27679991722107,0,2,1.1,18,0,15
Trade,38.27704191207886,0,2,1.1,17,58,15
Trade,38.27810287475586,0,2,1.1,45,0,15
Trade,38.280149936676025,0,2,1.1,11,56,15
Trade,38.28033685684204,0,2,1.1,10,55,15
Trade,38.28087878227234,0,2,1.1,15,57,15
Trade,38.28485989570618,0,2,1.1,16,58,15
Trade,38.28616189956665,0,2,1.1,19,59,15
Trade,38.288230895996094,0,2,1.1,12,57,15
Trade,38.28887486457825,0,2,1.1,14,0,15
Trade,38.28940391540527,0,2,1.1,13,56,15
Trade,38.289530754089355,0,2,1.1,18,58,15
Trade,38.29186296463013,0,2,1.1,17,55,15
Trade,38.292945861816406,0,2,1.1,10,0,15
Trade,38.29582166671753,0,2,1.1,11,59,15
Trade,38.29595184326172,0,2,1.1,15,55,15
Trade,38.29613494873047,0,2,1.1,16,58,15
Trade,38.29628896713257,0,2,1.1,19,56,15
Trade,38.302675008773804,0,2,1.1,12,57,15
Trade,38.302934885025024,0,2,1.1,14,0,15
Trade,38.30562472343445,0,2,1.1,13,59,15
Trade,38.30614399909973,0,2,1.1,18,55,15
Trade,38.30667495727539,0,2,1.1,17,56,15
Trade,38.30754995346069,0,2,1.1,10,57,15
Trade,38.308115005493164,0,2,1.1,11,0,15
Trade,38.30859375,0,2,1.1,15,58,15
Trade,38.32096004486084,0,2,1.1,19,56,15
Trade,38.32138967514038,0,2,1.1,16,59,15
Trade,38.32265591621399,0,2,1.1,12,0,15
Trade,38.32344603538513,0,2,1.1,14,55,15
Trade,38.323601961135864,0,2,1.1,13,57,15
Trade,38.324217796325684,0,2,1.1,18,0,15
Trade,38.33947396278381,0,2,1.1,17,56,15
Trade,38.339985847473145,0,2,1.1,10,59,15
Trade,38.340322732925415,0,2,1.1,11,55,15
Trade,38.340457916259766,0,2,1.1,49,58,15
Trade,38.3409218788147,0,2,1.1,47,57,15
Trade,38.34579586982727,0,2,1.1,48,0,15
Trade,38.34746599197388,0,2,1.1,16,56,15
Trade,38.347671031951904,0,2,1.1,14,59,15
Trade,38.34801268577576,0,2,1.1,13,58,15
Trade,38.34847688674927,0,2,1.1,15,55,15
Trade,38.34902787208557,0,2,1.1,18,57,15
Trade,38.35002684593201,0,2,1.1,42,0,15
Trade,38.35315203666687,0,2,1.1,19,59,15
Trade,38.35330677032471,0,2,1.1,12,56,15
Trade,38.35382390022278,0,2,1.1,0,55,15
Trade,38.35415983200073,0,2,1.1,17,58,15
Trade,38.355185985565186,0,2,1.1,10,57,15
Trade,38.35730981826782,0,2,1.1,11,55,15
Trade,38.357491970062256,0,2,1.1,14,59,15
Trade,38.36155080795288,0,2,1.1,16,58,15
